Name;Acronym;State Acronym;Institution Type;Level_1;Level_2;Level_3
Faculdade Politécnica de Campinas;POLICAMP;SP;SCHOLARLY;;;
Faculdade Politécnica de Uberlândia;FPU;MG;SCHOLARLY;;;
Faculdade Pontal do Paranapanema;FAC PONTAL;SP;SCHOLARLY;;;
Faculdade Portal;PORTAL;RS;SCHOLARLY;;;
Faculdade Porto Seguro;FAPS;ES;SCHOLARLY;;;
Faculdade Potiguar da Paraíba;FPB;PB;SCHOLARLY;;;
Faculdade Presbiteriana Gammon;FAGAMMON;MG;SCHOLARLY;;;
Faculdade Projeção;FAPRO;DF;SCHOLARLY;;;
Faculdade Promove de Minas Gerais;PROMOVE;MG;SCHOLARLY;;;
Faculdade Prudente de Moraes;FPM;SP;SCHOLARLY;;;
Faculdade Quirinópolis;FAQUI;GO;SCHOLARLY;;;
Faculdade Radial Curitiba;;PR;SCHOLARLY;;;
Faculdade Raízes;SER;GO;SCHOLARLY;;;
Faculdade Ranchariense;FRAN;SP;SCHOLARLY;;;
Faculdade Redentor;FACREDENTOR;RJ;SCHOLARLY;;;
Faculdade Regional da Bahia;FARB;BA;SCHOLARLY;;;
Faculdade Regional de Alagoinhas;FARAL;BA;SCHOLARLY;;;
Faculdade Regional de Filosofia, Ciências e Letras de Candeias;FAC;BA;SCHOLARLY;;;
Faculdade Regional de Ribeira do Pombal;FARRP;BA;SCHOLARLY;;;
Faculdade Regional Serrana;UNIVENETO;ES;SCHOLARLY;;;
Faculdade Reinaldo Ramos;CESREI;PB;SCHOLARLY;;;
Faculdade Renascença;FACRENA;SP;SCHOLARLY;;;
Faculdade Reunida;FAR;SP;SCHOLARLY;;;
Faculdade Rio Sono;RISO;TO;SCHOLARLY;;;
Faculdade Roraimense de Ensino Superior;FARES;RR;SCHOLARLY;;;
Faculdade Ruy Barbosa de Administração e de Direito;FRBA;BA;SCHOLARLY;;;
Faculdade Ruy Barbosa de Ciência da Computação;FRBCC;BA;SCHOLARLY;;;
Faculdade Ruy Barbosa de Psicologia;FRBPSIC;BA;SCHOLARLY;;;
Faculdade Ruy Barbosa de Tecnologia em Processamento de Dados;FRBTPD;BA;SCHOLARLY;;;
Faculdade Saberes;Saberes;ES;SCHOLARLY;;;
Faculdade Salesiana de Santa Teresa;FSST;MS;SCHOLARLY;;;
Faculdade Salesiana de Vitória;UNISALES;ES;SCHOLARLY;;;
Faculdade Salesiana do Nordeste;FASNE;PE;SCHOLARLY;;;
Faculdade Salesiana Dom Bosco;FSDB;AM;SCHOLARLY;;;
Faculdade Salesiana Dom Bosco de Piracicaba;FSDB;SP;SCHOLARLY;;;
Faculdade Salesiana Maria Auxiliadora;FSMA;RJ;SCHOLARLY;;;
Faculdade Sant´Anna de Salto;FASAS;SP;SCHOLARLY;;;
Faculdade Santa Amélia;SECAL;PR;SCHOLARLY;;;
Faculdade Santa Cecília;FASC;SP;SCHOLARLY;;;
Faculdade Santa Clara;FASCLA;RS;SCHOLARLY;;;
Faculdade Santa Cruz;FACRUZ;PE;SCHOLARLY;;;
Faculdade Santa Emília de Rodat;FASER;PB;SCHOLARLY;;;
Faculdade Santa Fé;CESSF;MA;SCHOLARLY;;;
Faculdade Santa Giulia;FSG;SP;SCHOLARLY;;;
Faculdade Santa Helena;FSH;PE;SCHOLARLY;;;
Faculdade Santa Izildinha;FIESI;SP;SCHOLARLY;;;
Faculdade Santa Marcelina;FASM;SP;SCHOLARLY;;;
Faculdade Santa Maria;FSM;PE;SCHOLARLY;;;
Faculdade Santa Maria;FSM;PB;SCHOLARLY;;;
Faculdade Santa Rita;FASAR;MG;SCHOLARLY;;;
Faculdade Santa Rita;FASAR;SP;SCHOLARLY;;;
Faculdade Santa Rita de Cássia;UNIFASC;GO;SCHOLARLY;;;
Faculdade Santa Terezinha;CEST;MA;SCHOLARLY;;;
Faculdade Santa Terezinha;FAST;DF;SCHOLARLY;;;
Faculdade Sant'Ana;IESSA;PR;SCHOLARLY;;;
Faculdade Santíssimo Sacramento;FSSS;BA;SCHOLARLY;;;
Faculdade Santo Agostinho;FSA;PI;SCHOLARLY;;;
Faculdade Santo Antonio;FSA;BA;SCHOLARLY;;;
Faculdade Santo Antônio de Pádua;FASAP;RJ;SCHOLARLY;;;
Faculdade São Bento da Bahia;FSBB;BA;SCHOLARLY;;;
Faculdade São Camilo;;BA;SCHOLARLY;;;
Faculdade São Camilo;FASC;RJ;SCHOLARLY;;;
Faculdade São Camilo;FASC-MG;MG;SCHOLARLY;;;
Faculdade São Francisco de Assis;FASFA;MT;SCHOLARLY;;;
Faculdade São Francisco de Assis;UNIFIN;RS;SCHOLARLY;;;
Faculdade São Francisco de Barreiras - Fasb;FASB;BA;SCHOLARLY;;;
Faculdade São Francisco de Juazeiro;FASJ;BA;SCHOLARLY;;;
Faculdade São Gabriel;FSG;PI;SCHOLARLY;;;
Faculdade São Geraldo;FSG;ES;SCHOLARLY;;;
Faculdade São José;FSJ;RJ;SCHOLARLY;;;
Faculdade São José;FSJ;MA;SCHOLARLY;;;
Faculdade São Judas Tadeu;FSJT;RJ;SCHOLARLY;;;
Faculdade São Judas Tadeu de Pinhais;FAPI;PR;SCHOLARLY;;;
Faculdade São Lucas;FSL;RO;SCHOLARLY;;;
Faculdade São Luís;FSL;SP;SCHOLARLY;;;
Faculdade São Luís;FSL;SC;SCHOLARLY;;;
Faculdade São Luís de França;FSLF;SE;SCHOLARLY;;;
Faculdade São Marcos;FASAMAR;TO;SCHOLARLY;;;
Faculdade São Miguel;FACULDADE SÃO MIGUEL;PE;SCHOLARLY;;;
Faculdade São Salvador;FSS;BA;SCHOLARLY;;;
Faculdade São Sebastião;FASS;SP;SCHOLARLY;;;
Faculdade São Tomás de Aquino;FACESTA;AL;SCHOLARLY;;;
Faculdade São Tomaz de Aquino;FSTA;BA;SCHOLARLY;;;
Faculdade São Vicente;FASVIPA;AL;SCHOLARLY;;;
Faculdade Savonitti;FS;SP;SCHOLARLY;;;
Faculdade SEAMA;SEAMA;AP;SCHOLARLY;;;
Faculdade Senac Minas;FSM;MG;SCHOLARLY;;;
Faculdade Senac/Rs;SENACRS;RS;SCHOLARLY;;;
Faculdade Senai-Cetiqt;SENAI-CETIQT;RJ;SCHOLARLY;;;
Faculdade Serrana de Ensino Superior;FASEP;DF;SCHOLARLY;;;
Faculdade Sete de Setembro;FA7;CE;SCHOLARLY;;;
Faculdade Sete de Setembro;FASETE;BA;SCHOLARLY;;;
Faculdade Sete de Setembro;FASS;GO;SCHOLARLY;;;
Faculdade Sete Lagoas de Minas Gerais;FSLMG;MG;SCHOLARLY;;;
Faculdade Setelagoana de Ciências Gerenciais;FASCIG;MG;SCHOLARLY;;;
Faculdade Sinergia;SINERGIA;SC;SCHOLARLY;;;
Faculdade Sinop;FASIP;MT;SCHOLARLY;;;
Faculdade Social da Bahia;FSBA;BA;SCHOLARLY;;;
Faculdade Sudamérica;SUDAMÉRICA;MG;SCHOLARLY;;;
Faculdade Sudoeste Paulista;FSP;SP;SCHOLARLY;;;
Faculdade Sudoeste Paulistano;FASUP;SP;SCHOLARLY;;;
Faculdade Sul Brasil;FASUL;PR;SCHOLARLY;;;
Faculdade Sul da América;SULDAMÉRICA;GO;SCHOLARLY;;;
Faculdade Sul Fluminense;FASF;RJ;SCHOLARLY;;;
Faculdade Sul-Americana;FASAM;GO;SCHOLARLY;;;
Faculdade Sumaré;ISES;SP;SCHOLARLY;;;
Faculdade Superior de Ribas do Rio Pardo;FASURP;MS;SCHOLARLY;;;
Faculdade Taboão da Serra;FTS;SP;SCHOLARLY;;;
Faculdade Táhirih;FT;AM;SCHOLARLY;;;
Faculdade Tamandaré;FAT;GO;SCHOLARLY;;;
Faculdade Tancredo Neves;FTN;SP;SCHOLARLY;;;
Faculdade Tecsoma;FATEC;MG;SCHOLARLY;;;
Faculdade Tijucussu;TIJUCUSSU;SP;SCHOLARLY;;;
Faculdade Três de Maio;SETREM;RS;SCHOLARLY;;;
Faculdade Triângulo Mineiro;FTM;MG;SCHOLARLY;;;
Faculdade Ubaense Ozanam Coelho;FAGOC;MG;SCHOLARLY;;;
Faculdade Uirapuru;FAU;SP;SCHOLARLY;;;
Faculdade União;Faculdade União;SP;SCHOLARLY;;;
Faculdade União Americana;UNIAMERICANA;RN;SCHOLARLY;;;
Faculdade União das Américas;UNIAMÉRICA;PR;SCHOLARLY;;;
Faculdade União de Quedas do Iguaçu;FAQ;PR;SCHOLARLY;;;
Faculdade Unilagos;UNILAGOS;PR;SCHOLARLY;;;
Faculdade Unime de Ciências Exatas e Tecnológicas;FCT;BA;SCHOLARLY;;;
Faculdade Unime de Ciências Jurídicas;FCJ;BA;SCHOLARLY;;;
Faculdade Unime de Ciências Sociais;FCS;BA;SCHOLARLY;;;
Faculdade Unime de Educação e Comunicação;FEC;BA;SCHOLARLY;;;
Faculdade Unirg;UNIRG;TO;SCHOLARLY;;;
Faculdade Unissa de Sarandi;UNISSA;PR;SCHOLARLY;;;
Faculdade Vale do Aporé;FAVA;MS;SCHOLARLY;;;
Faculdade Vale do Cricaré;F.V.C.;ES;SCHOLARLY;;;
Faculdade Vale do Gorutuba;FAVAG;MG;SCHOLARLY;;;
Faculdade Vale do Salgado;FVS;CE;SCHOLARLY;;;
Faculdade Vasco da Gama;FCCB;BA;SCHOLARLY;;;
Faculdade Venda Nova do Imigrante;FAVENI;ES;SCHOLARLY;;;
Faculdade Visconde de Cairú;FAVIC;BA;SCHOLARLY;;;
Faculdade Vitoriana de Ciências Contábeis;FAVI;ES;SCHOLARLY;;;
Faculdade Vitoriana de Tecnologia;FAVI;ES;SCHOLARLY;;;
Faculdade Vizcaya;Vizcaya;SC;SCHOLARLY;;;
Faculdade Vizinhança Vale do Iguaçu;VIZIVALI;PR;SCHOLARLY;;;
Faculdade XV de Agosto;FAQ;SP;SCHOLARLY;;;
Faculdade Zacarias de Góes;FAZAG;BA;SCHOLARLY;;;
Faculdade Zumbi dos Palmares;FAZP;SP;SCHOLARLY;;;
Faculdades Associadas de São Paulo;FASP;SP;SCHOLARLY;;;
Faculdades Associadas de Uberaba - Fazu;FAZU;MG;SCHOLARLY;;;
Faculdades da Fundação de Ensino de Mococa;FaFEM;SP;SCHOLARLY;;;
Faculdades de Dracena;FADRA;SP;SCHOLARLY;;;
Faculdades ESEFAP;;SP;SCHOLARLY;;;
Faculdades Eurobras - Estudos Universitários Regionais Brasileiros;EUROBRAS;DF;SCHOLARLY;;;
Faculdades Integradas Adventistas de Minas Gerais;FADMINAS;MG;SCHOLARLY;;;
Faculdades Integradas Antônio Eufrásio de Toledo de Presidente Prudente;FIAETPP;SP;SCHOLARLY;;;
Faculdades Integradas Aparício Carvalho;FIMCA;RO;SCHOLARLY;;;
Faculdades Integradas Associação de Ensino de Santa Catarina;FASSESC;SC;SCHOLARLY;;;
Faculdades Integradas Barros Melo;FIBAM;PE;SCHOLARLY;;;
Faculdades Integradas Campo-Grandenses;FIC;RJ;SCHOLARLY;;;
Faculdades Integradas Campos Salles;FICS;SP;SCHOLARLY;;;
Faculdades Integradas Claretianas;FIC;SP;SCHOLARLY;;;
Faculdades Integradas Coração de Jesus;FAINC;SP;SCHOLARLY;;;
Faculdades Integradas da Terra de Brasília;FTB;DF;SCHOLARLY;;;
Faculdades Integradas da União de Ensino Superior Certo;UniCerto;DF;SCHOLARLY;;;
Faculdades Integradas da Upis;UPIS;DF;SCHOLARLY;;;
Faculdades Integradas da Vitória de Santo Antão;FAINTVISA;PE;SCHOLARLY;;;
Faculdades Integradas de Angeles;FIA;SP;SCHOLARLY;;;
Faculdades Integradas de Araraquara;FIAR;SP;SCHOLARLY;;;
Faculdades Integradas de Ariquemes;FIAR;RO;SCHOLARLY;;;
Faculdades Integradas de Bauru;FIB;SP;SCHOLARLY;;;
Faculdades Integradas de Botucatu;UNIFAC;SP;SCHOLARLY;;;
Faculdades Integradas de Cacoal;UNESC;RO;SCHOLARLY;;;
Faculdades Integradas de Caratinga;FIC;MG;SCHOLARLY;;;
Faculdades Integradas de Cassilândia;FIC;MS;SCHOLARLY;;;
Faculdades Integradas de Cataguases;FIC;MG;SCHOLARLY;;;
Faculdades Integradas de Ciências Humanas, Saúde e Educação de Guarulhos;FG;SP;SCHOLARLY;;;
Faculdades Integradas de Coxim;FICO;MS;SCHOLARLY;;;
Faculdades Integradas de Cruzeiro;FIC;SP;SCHOLARLY;;;
Faculdades Integradas de Diamantino;FID;MT;SCHOLARLY;;;
Faculdades Integradas de Fátima do Sul;FIFASUL;MS;SCHOLARLY;;;
Faculdades Integradas de Fernandópolis;FIFE;SP;SCHOLARLY;;;
Faculdades Integradas de Itapetininga;FII;SP;SCHOLARLY;;;
Faculdades Integradas de Itararé;FAFIT-FACIC;SP;SCHOLARLY;;;
Faculdades Integradas de Jacareí;FIJ;SP;SCHOLARLY;;;
Faculdades Integradas de Jacarepaguá;FIJ;RJ;SCHOLARLY;;;
Faculdades Integradas de Jahu;FIJ;SP;SCHOLARLY;;;
Faculdades Integradas de Mineiros;FIMES;GO;SCHOLARLY;;;
Faculdades Integradas de Naviraí;FINAV;MS;SCHOLARLY;;;
Faculdades Integradas de Ourinhos;FIO;SP;SCHOLARLY;;;
Faculdades Integradas de Paranaíba - Fipar;FIPAR;MS;SCHOLARLY;;;
Faculdades Integradas de Patos;FIP;PB;SCHOLARLY;;;
Faculdades Integradas de Pedro Leopoldo;FIPEL;MG;SCHOLARLY;;;
Faculdades Integradas de Ponta Porã;FIP;MS;SCHOLARLY;;;
Faculdades Integradas de Ribeirão Pires;FIRP;SP;SCHOLARLY;;;
Faculdades Integradas de Rio Verde;FIRVE;MS;SCHOLARLY;;;
Faculdades Integradas de Rondonópolis;UNIR-ROO;MT;SCHOLARLY;;;
Faculdades Integradas de Santa Fé do Sul;FUNEC;SP;SCHOLARLY;;;
Faculdades Integradas de São Carlos;FADISC;SP;SCHOLARLY;;;
Faculdades Integradas de São Paulo;FISP;SP;SCHOLARLY;;;
Faculdades Integradas de Tangará da Serra;FITS;MT;SCHOLARLY;;;
Faculdades Integradas de Três Lagoas;AEMS;MS;SCHOLARLY;;;
Faculdades Integradas de Várzea Grande;FIAVEC;MT;SCHOLARLY;;;
Faculdades Integradas de Vitória;FDV;ES;SCHOLARLY;;;
Faculdades Integradas Desembargador Sávio Brandão - Fausb;FAUSB;MT;SCHOLARLY;;;
Faculdades Integradas do Brasil;UNIBRASIL;PR;SCHOLARLY;;;
Faculdades Integradas do Extremo Sul da Bahia;UnisulBahia;BA;SCHOLARLY;;;
Faculdades Integradas do Oeste de Minas;FADOM;MG;SCHOLARLY;;;
Faculdades Integradas do Tapajós;ISES;PA;SCHOLARLY;;;
Faculdades Integradas do Vale do Ivaí;UNIVALE;PR;SCHOLARLY;;;
Faculdades Integradas do Vale do Ribeira;FIVR;SP;SCHOLARLY;;;
Faculdades Integradas Dom Pedro II;DOMPEDRO;SP;SCHOLARLY;;;
Faculdades Integradas dos Campos Gerais;CESCAGE;PR;SCHOLARLY;;;
Faculdades Integradas Einstein de Limeira;FIEL;SP;SCHOLARLY;;;
Faculdades Integradas Espírita;FIES;PR;SCHOLARLY;;;
Faculdades Integradas Espírito Santenses;FAESA I;ES;SCHOLARLY;;;
Faculdades Integradas Facvest;FACVEST;SC;SCHOLARLY;;;
Faculdades Integradas FAFIBE;FAFIBE;SP;SCHOLARLY;;;
Faculdades Integradas Hélio Alonso;FACHA;RJ;SCHOLARLY;;;
Faculdades Integradas IESGO;IESGO;GO;SCHOLARLY;;;
Faculdades Integradas Interamericanas;FAITER;SP;SCHOLARLY;;;
Faculdades Integradas Ipep;FIPEP;SP;SCHOLARLY;;;
Faculdades Integradas Ipitanga;Unibahia;BA;SCHOLARLY;;;
Faculdades Integradas Machado de Assis;FIMA;RS;SCHOLARLY;;;
Faculdades Integradas Maria Imaculada;FIMI;SP;SCHOLARLY;;;
Faculdades Integradas Maria Thereza;FAMATh;RJ;SCHOLARLY;;;
Faculdades Integradas Mato-Grossenses de Ciências Sociais e Humanas;ICE;MT;SCHOLARLY;;;
Faculdades Integradas Olga Mettig;FAMETTIG;BA;SCHOLARLY;;;
Faculdades Integradas Padre Albino;FIPA;SP;SCHOLARLY;;;
Faculdades Integradas Padre Anchieta de Guarapari;FIPAG;ES;SCHOLARLY;;;
Faculdades Integradas Padre Humberto;FIPH;RJ;SCHOLARLY;;;
Faculdades Integradas Pitágoras;FIP-MOC;MG;SCHOLARLY;;;
Faculdades Integradas Regionais de Avaré;FIRA;SP;SCHOLARLY;;;
Faculdades Integradas Rio Branco;FRB;SP;SCHOLARLY;;;
Faculdades Integradas Rui Barbosa;FIRB;SP;SCHOLARLY;;;
Faculdades Integradas Santa Cruz de Curitiba;FARESC;PR;SCHOLARLY;;;
Faculdades Integradas São Pedro;FAESA;ES;SCHOLARLY;;;
Faculdades Integradas Sévigné;ISES;RS;SCHOLARLY;;;
Faculdades Integradas Silva e Souza;FAU;RJ;SCHOLARLY;;;
Faculdades Integradas Simonsen;FIS;RJ;SCHOLARLY;;;
Faculdades Integradas Soares de Oliveira;FISO;SP;SCHOLARLY;;;
Faculdades Integradas Stella Maris de Andradina;FISMA;SP;SCHOLARLY;;;
Faculdades Integradas Teresa D´Ávila;FATEA;SP;SCHOLARLY;;;
Faculdades Integradas Teresa Martin;FATEMA;SP;SCHOLARLY;;;
Faculdades Integradas Tibiriçá;FATI;SP;SCHOLARLY;;;
Faculdades Integradas Torricelli;FIT;SP;SCHOLARLY;;;
Faculdades Integradas Unicesp;FACICESP;DF;SCHOLARLY;;;
Faculdades Integradas Urubupungá;FIU;SP;SCHOLARLY;;;
Faculdades Integradas Vianna Júnior;FIVJ;MG;SCHOLARLY;;;
Faculdades Oswaldo Cruz;FOC;SP;SCHOLARLY;;;
Faculdades Riograndenses;FARGS;RS;SCHOLARLY;;;
Faculdades SPEI;FACSPEI;PR;SCHOLARLY;;;
Faculdades Unidas do Vale do Araguaia;UNIVAR;MT;SCHOLARLY;;;
Faculdades Unificadas de Foz do Iguaçu;UNIFOZ;PR;SCHOLARLY;;;
Fajopa - Faculdade João Paulo II;FAJOPA;SP;SCHOLARLY;;;
Fatece - Faculdade de Tecnologia, Ciências e Educação;FATECE;SP;SCHOLARLY;;;
Fefisa - Faculdades Integradas de Santo André;FEFISA;SP;SCHOLARLY;;;
Focca - Faculdade de Olinda;FOCCA;PE;SCHOLARLY;;;
Fundação de Ensino Superior de Clevelândia;FESC;PR;SCHOLARLY;;;
Fundação Faculdades Luiz Meneghel;FFALM;PR;SCHOLARLY;;;
Instituição de Ensino São Francisco;IESF;SP;SCHOLARLY;;;
Instituto Aphonsiano de Ensino Superior;IAESup;GO;SCHOLARLY;;;
Instituto Baiano de Ensino Superior;IBES;BA;SCHOLARLY;;;
Instituto Batista de Ensino Superior de Alagoas;IBESA;AL;SCHOLARLY;;;
Instituto Belo Horizonte de Ensino Superior;IBHES;MG;SCHOLARLY;;;
Instituto Blumenauense de Ensino Superior;IBES;SC;SCHOLARLY;;;
Instituto Brasiliense de Tecnologia e Ciência;IBTC;DF;SCHOLARLY;;;
Instituto Campo Grande de Ensino Superior;ICGES;MS;SCHOLARLY;;;
Instituto Catuaí de Ensino Superior;ICES;PR;SCHOLARLY;;;
Instituto Ceará de Ensino e Cultura;ICEC;CE;SCHOLARLY;;;
Instituto Cenecista de Ensino Superior de Santo Ângelo;IESA;RS;SCHOLARLY;;;
Instituto Cenecista Fayal de Ensino Superior;IFES;SC;SCHOLARLY;;;
Instituto Cuiabá de Ensino e Cultura;ICEC;MT;SCHOLARLY;;;
Instituto de Ciências da Saúde;ICS;MG;SCHOLARLY;;;
Instituto de Ciências Exatas;UNEB;DF;SCHOLARLY;;;
Instituto de Ciências Humanas e Sociais Aplicadas;ICHSA-Três Pontas;MG;SCHOLARLY;;;
Instituto de Ciências Jurídicas e Sociais Professor Camillo Filho;ICF;PI;SCHOLARLY;;;
Instituto de Ciências Sociais Aplicadas;UNEB;DF;SCHOLARLY;;;
Instituto de Ciências Sociais do Paraná;ICSP;PR;SCHOLARLY;;;
Instituto de Ciências Sociais e Humanas;ICSH;GO;SCHOLARLY;;;
Instituto de Ciências Sociais e Humanas;INCISOH;MG;SCHOLARLY;;;
Instituto de Educação e Ensino Superior de Campinas;IESCAMP;SP;SCHOLARLY;;;
Instituto de Educação e Ensino Superior de Samambaia;IESA;DF;SCHOLARLY;;;
Instituto de Educação Superior da Paraíba;IESP;PB;SCHOLARLY;;;
Instituto de Educação Superior de Boituva;FIB;SP;SCHOLARLY;;;
Instituto de Educação Superior de Brasília - Iesb;IESB;DF;SCHOLARLY;;;
Instituto de Educação Superior do Alto São Francisco;IESASF;MG;SCHOLARLY;;;
Instituto de Educação Superior Guaianás;IESG;SP;SCHOLARLY;;;
Instituto de Educação Superior Presidente Kennedy - Centro de Formação de Profis;IFESP;RN;SCHOLARLY;;;
Instituto de Educação Superior Raimundo Sá;IESRSA;PI;SCHOLARLY;;;
Instituto de Educação Superior São Francisco de Assis de Teófilo Otoni;IESFATO;MG;SCHOLARLY;;;
Instituto de Educação Superior Unyahna de Barreiras;IESUB;BA;SCHOLARLY;;;
Instituto de Educação Superior Unyahna de Salvador;IESUS;BA;SCHOLARLY;;;
Instituto de Educação Superior Unyahna Luis Eduardo Magalhães;IESULEM;BA;SCHOLARLY;;;
Instituto de Ensino e Cultura do Amapá;IECA;AP;SCHOLARLY;;;
Instituto de Ensino e Cultura do Paraná - Iecp;IECP;PR;SCHOLARLY;;;
Instituto de Ensino e Pesquisa Objetivo;IEPO;TO;SCHOLARLY;;;
Instituto de Ensino Superior Blauro Cardoso de Mattos;FASERRA;ES;SCHOLARLY;;;
Instituto de Ensino Superior Cenecista;INESC;MG;SCHOLARLY;;;
Instituto de Ensino Superior Coc;COC;SP;SCHOLARLY;;;
Instituto de Ensino Superior da Funlec;IESF;MS;SCHOLARLY;;;
Instituto de Ensino Superior da Funlec de Bonito;IESF;MS;SCHOLARLY;;;
Instituto de Ensino Superior da Grande Florianópolis;IESGF;SC;SCHOLARLY;;;
Instituto de Ensino Superior de Alagoas;IESA;AL;SCHOLARLY;;;
Instituto de Ensino Superior de Americana;IESA;SP;SCHOLARLY;;;
Instituto de Ensino Superior de Bauru;IESB;SP;SCHOLARLY;;;
Instituto de Ensino Superior de Cotia;IESC;SP;SCHOLARLY;;;
Instituto de Ensino Superior de Fortaleza;IESF;CE;SCHOLARLY;;;
Instituto de Ensino Superior de Foz do Iguaçu;IESFI;PR;SCHOLARLY;;;
Instituto de Ensino Superior de Garça;IESG;SP;SCHOLARLY;;;
Instituto de Ensino Superior de Itapira;IESI;SP;SCHOLARLY;;;
Instituto de Ensino Superior de João Monlevade;IES/FUNCEC;MG;SCHOLARLY;;;
Instituto de Ensino Superior de Joinville;IESVILLE;SC;SCHOLARLY;;;
Instituto de Ensino Superior de Londrina;INESUL;PR;SCHOLARLY;;;
Instituto de Ensino Superior de Minas Gerais;IESMIG;MG;SCHOLARLY;;;
Instituto de Ensino Superior de Nova Venécia;INESV;ES;SCHOLARLY;;;
Instituto de Ensino Superior de Olinda;IESO;PE;SCHOLARLY;;;
Instituto de Ensino Superior de Piedade;IESP;PE;SCHOLARLY;;;
Instituto de Ensino Superior de Porto Nacional;IESPEN;TO;SCHOLARLY;;;
Instituto de Ensino Superior de Rio Verde;IESRIVER;GO;SCHOLARLY;;;
Instituto de Ensino Superior de Rondônia;IESUR;RO;SCHOLARLY;;;
Instituto de Ensino Superior de Teresina;IEST;PI;SCHOLARLY;;;
Instituto de Ensino Superior do Acre;IESACRE;AC;SCHOLARLY;;;
Instituto de Ensino Superior do Amapá;IESAP;AP;SCHOLARLY;;;
Instituto de Ensino Superior do Ceará;IESC;CE;SCHOLARLY;;;
Instituto de Ensino Superior do Centro Oeste;IESCO;DF;SCHOLARLY;;;
Instituto de Ensino Superior do Maranhão;IESMA;MA;SCHOLARLY;;;
Instituto de Ensino Superior do Nordeste;IESNE;AL;SCHOLARLY;;;
Instituto de Ensino Superior do Pará;IESP;PA;SCHOLARLY;;;
Instituto de Ensino Superior do Sul do Maranhão;IESMA;MA;SCHOLARLY;;;
Instituto de Ensino Superior e Formação Avançada de Vitória;FAVI;ES;SCHOLARLY;;;
Instituto de Ensino Superior e Pesquisa;INESP;MG;SCHOLARLY;;;
Instituto de Ensino Superior Franciscano;IESF;MA;SCHOLARLY;;;
Instituto de Ensino Superior Fucapi;CESF;AM;SCHOLARLY;;;
Instituto de Ensino Superior João Alfredo de Andrade;IJAA;MG;SCHOLARLY;;;
Instituto de Ensino Superior Materdei;IES-MATERDEI;AM;SCHOLARLY;;;
Instituto de Ensino Superior Múltiplo;IESM;MA;SCHOLARLY;;;
Instituto de Ensino Superior Pequeno Príncipe;IESPP;PR;SCHOLARLY;;;
Instituto de Ensino Superior Planalto;IESPLAN;DF;SCHOLARLY;;;
Instituto de Ensino Superior Presidente Tancredo de Almeida Neves;IPTAN;MG;SCHOLARLY;;;
Instituto de Ensino Superior Santa Cecília;IESC;AL;SCHOLARLY;;;
Instituto de Ensino Superior Santo André;IESA;SP;SCHOLARLY;;;
Instituto de Ensino Superior Santo Antônio;INESA;SC;SCHOLARLY;;;
Instituto de Ensino Superior Thathi;Faculdade Thathi COC;SP;SCHOLARLY;;;
Instituto de Estudos Superiores da Amazônia;IESAM;PA;SCHOLARLY;;;
Instituto Educacional de Castro;INEC;PR;SCHOLARLY;;;
Instituto Esperança de Ensino Superior;IESPES;PA;SCHOLARLY;;;
Instituto Filosófico Teológico Nossa Senhora Imaculada Rainha do Sertão;IFTNSIRS;CE;SCHOLARLY;;;
Instituto Florence de Ensino Superior;IFES;MA;SCHOLARLY;;;
Instituto Itapetiningano de Ensino Superior;IIES;SP;SCHOLARLY;;;
Instituto Luterano de Ensino Superior de Itumbiara;ILES;GO;SCHOLARLY;;;
Instituto Luterano de Ensino Superior de Porto Velho;ULBRA ILES;RO;SCHOLARLY;;;
Instituto Macapaense de Ensino Superior;IMMES;AP;SCHOLARLY;;;
Instituto Maceió de Ensino e Cultura;IMEC;AL;SCHOLARLY;;;
Instituto Machadense de Ensino Superior;IMES;MG;SCHOLARLY;;;
Instituto Manchester Paulista de Ensino Superior;IMAPES;SP;SCHOLARLY;;;
Instituto Mato Grosso do Sul de Educação e Cultura;ISMEC;MS;SCHOLARLY;;;
Instituto Matonense Municipal de Ensino Superior;IMMES;SP;SCHOLARLY;;;
Instituto Metropolitano de Ensino Superior;IMES;MG;SCHOLARLY;;;
Instituto Municipal de Ensino Superior de Assis;IMESA;SP;SCHOLARLY;;;
Instituto Municipal de Ensino Superior de Bebedouro Victório Cardassi;IMESB;SP;SCHOLARLY;;;
Instituto Municipal de Ensino Superior de Catanduva;FAFICA;SP;SCHOLARLY;;;
Instituto Municipal de Ensino Superior de São Manuel;IMESSM;SP;SCHOLARLY;;;
Instituto Nacional de Desenvolvimento do Ensino Superior;INDES;MG;SCHOLARLY;;;
Instituto Nacional de Telecomunicações;INATEL;MG;SCHOLARLY;;;
Instituto Natalense de Educação Superior;INAES;RN;SCHOLARLY;;;
Instituto Natalense de Ensino e Cultura;INEC;RN;SCHOLARLY;;;
Instituto Palmas de Ensino Superior;IPES;TO;SCHOLARLY;;;
Instituto Paraíba de Educação e Cultura;IPEC;PB;SCHOLARLY;;;
Instituto Paraibano de Ensino Renovado;INPER;PB;SCHOLARLY;;;
Instituto Paulista de Ensino;FIPEN;SP;SCHOLARLY;;;
Instituto Pernambucano de Ensino Superior;IPESU;PE;SCHOLARLY;;;
Instituto Pernambuco de Ensino e Cultura;IPEC;PE;SCHOLARLY;;;
Instituto Salesiano de Filosofia;INSAF;PE;SCHOLARLY;;;
